P,PET,Tmax,Tmin,R
4.39,1.6254,25.2611,11.5722,2.615
1.07,1.7743,25.1944,6.5278,2.64
5.35,1.6626,26.0778,11.3667,2.665
0.01,1.6875,23.2444,6.1556,2.691
0.01,1.5055,20.6722,9.2111,2.716
0.3,1.3897,26.9111,12.2056,2.741
0,1.3897,23.3778,10.1167,2.766
0.02,1.3276,19.8556,4.0944,2.79
15.87,1.522,20.4722,7.55,2.815
0.32,2.2458,18.6611,8.8111,2.84
0,1.6461,21.4333,1.4667,2.864
0,1.2615,26.3889,5.7667,2.888
1.43,1.1663,22.95,8.4611,2.912
2.5,1.1539,16.2222,7.4833,2.936
0,1.1663,21.5722,4.7778,2.96
0.16,1.1374,26.4667,8.1111,2.983
0.24,1.1126,29.8333,10.9444,3.007
0.86,1.1043,26.4111,11.9611,3.03
3.9,1.1829,19.0333,9.4833,3.053
20.86,1.2573,24.9111,9.4778,3.076
22.25,2.7132,25.0278,13.15,3.098
0.03,5.8317,17.3556,8.2833,3.12
0.14,3.2467,17.6111,3.45,3.143
0,2.1796,23.4722,4.5944,3.164
0,1.6213,28.4611,8.3111,3.186
0,1.5303,29.3611,9.7389,3.207
0,1.4393,30.7889,9.0944,3.228
0,1.3152,30.9556,9.8056,3.249
0.12,1.2697,29.9,12.2056,3.27
5.94,1.2449,29.4056,14.25,3.29
10.11,1.3773,27.4222,15.7111,3.31
1.57,2.5436,26.3333,13.9944,3.33
1.99,1.6461,27.5833,14.6778,3.349
1.67,1.3773,29.7333,14.0556,3.369
3.33,1.2739,29.0556,15.1833,3.387
3.52,1.2325,25.1833,13.6778,3.406
0,1.2821,26.1833,9.5333,3.424
0,1.2242,26.5111,8.3889,3.442
0,1.1002,26.9778,9.9167,3.46
0.09,1.0629,28.6667,13.6222,3.477
0.93,1.0423,27.4833,16.6056,3.494
7.38,1.0216,27.6833,15.2889,3.511
0.21,1.1167,28.0722,15.0111,3.527
4.65,1.125,27.9333,13.9333,3.543
1.39,1.0381,25.3667,16.6444,3.558
0.15,1.0505,26.8889,15.0167,3.573
2.18,1.0174,29.5944,14.3333,3.588
2.8,1.034,29.9611,15.6556,3.603
2.66,1.2656,28.7444,16.5,3.617
0.5,1.0464,31.1333,16.5167,3.63
5.48,1.0712,29.4556,17.4056,3.644
5.18,1.0919,29.1722,15.7556,3.657
0.58,1.0671,26.8056,14.9,3.669
0,1.0298,23.9722,9.8667,3.682
0.04,0.9223,25.8389,10.4778,3.693
0.02,0.8934,28.5778,12.7889,3.705
0.99,0.8603,30.2278,14.1167,3.716
6.49,0.8437,28.4389,16.9056,3.726
0.05,0.8603,23.5167,13.8333,3.736
0,0.9016,24.7278,14.2222,3.746
0.05,0.8603,29.0889,13.6222,3.756
0.07,0.8561,29.1444,15.3611,3.765
5.07,0.8396,27.15,17.6611,3.773
0.88,0.8644,28.1167,17.6611,3.781
0.07,0.8313,30.5944,16.6333,3.789
17.87,0.8024,28.9222,18.2944,3.796
21.34,1.216,26.9167,18.6833,3.803
0.08,1.3773,29.5222,17.2222,3.809
0.97,1.2284,27.9333,14.7111,3.815
23.22,1.1043,22.0222,14.2444,3.821
13.06,1.9397,17.0333,11.8056,3.826
0.85,1.7619,21.35,11.8611,3.831
0.01,1.2863,22.9611,10.0611,3.835
0,1.1167,25.6667,8.8167,3.839
0,0.943,28.4056,10.9722,3.842
0.01,0.8685,29.1833,12.4778,3.845
0.21,0.8189,30.2,14.5,3.847
1.94,0.79,30.4778,15.95,3.849
5.8,0.7858,28.3611,16.9778,3.851
1.25,0.8355,24.6,16.7389,3.852
0.13,0.8313,23.8,13.3944,3.853
1.55,0.8065,24.2722,14.8167,3.853
0.42,0.7817,30.15,16.1333,3.853
5.48,0.7858,31.5222,17.4389,3.852
4.25,0.8065,29.8,17.0278,3.851
0.01,0.7941,27.8444,15.5667,3.849
0.01,0.7197,27.1833,15.0444,3.847
0.19,0.6948,28.2778,17.95,3.845
7.68,0.6948,29.8278,17.1667,3.842
11.2,0.9099,29.7333,17.6611,3.839
0.01,1.1829,29.8,16.2778,3.835
11.12,1.0877,29.3,17.5944,3.831
1.49,1.4062,30.3611,18.7944,3.826
3.06,1.005,31.1278,18.3833,3.821
14.13,0.8975,30.1389,19.2778,3.816
20.4,1.3152,28.1444,19.4333,3.81
2.33,2.4319,26.3444,18.4333,3.803
0.43,1.7371,28.4667,18.0333,3.797
1.56,1.1705,30.7778,17.9889,3.789
5.71,1.0174,30.0111,19.1278,3.782
0.09,1.0298,30.2833,17.1056,3.774
0.5,0.9513,30.8722,16.7222,3.765
7.45,0.8189,31.0444,17.1444,3.756
3.14,1.0009,29.4722,16.9444,3.747
0.09,0.9843,27.4611,17.2722,3.737
0.01,0.79,27.8,16.4389,3.727
0,0.7486,28.65,16.3556,3.717
0.33,0.7362,31.3833,18.5389,3.706
1.52,0.7155,32.3111,19.1389,3.694
4.48,0.6866,32.2778,20.5,3.683
8.96,0.7155,30.7,20.4944,3.67
15.4,1.1415,28.35,19.8778,3.658
1.84,1.7454,28.3611,19.1722,3.645
7.38,1.1829,27.3444,17.6889,3.632
2.01,1.034,27.2056,16.4556,3.618
5.79,1.1208,26.5167,16.4222,3.604
2.81,0.9471,27.5222,18.0944,3.59
0.01,1.2532,27.5833,15.9889,3.575
0.02,0.9264,27.9056,12.55,3.56
0.08,0.7527,29.8056,14.7611,3.544
1.27,0.6659,30.8611,15.5944,3.528
1.87,0.6535,31.05,16.5167,3.512
16.47,0.6493,29.9944,16.95,3.495
11.25,1.0753,28.8,19.1,3.479
5.08,2.8124,28.1611,19.3556,3.461
0.11,1.7371,29.0667,17.1333,3.444
0.16,1.2408,28.6556,13.7667,3.426
1.26,1.1581,30.5278,15.6278,3.408
0.19,0.9513,31.6389,17.85,3.389
0.08,0.7858,31.75,18.7889,3.37
0.13,0.7445,32.6389,19.05,3.351
1.8,0.7445,33.7944,19.6278,3.332
1.52,0.6617,34.0333,19.4667,3.312
2.53,0.6617,33.6556,19.3167,3.292
2.79,0.6204,32.95,19.0278,3.272
0.33,0.7031,29.75,18.3778,3.251
18.42,0.6617,27.3556,18.7444,3.23
10.13,1.4062,29.0889,19.6167,3.209
9.36,1.8198,30.2944,19.2722,3.188
13.11,1.6544,28.4611,18.7889,3.166
12.15,1.8198,28.35,18.9222,3.145
0.9,1.4476,30.8611,18.4389,3.122
0.66,1.4476,32.2167,17.4222,3.1
0.76,1.3235,30.3944,18.1056,3.078
0.03,0.9513,25.9,9.6444,3.055
0,0.8272,24.8556,7.6167,3.032
0.01,0.7445,26.4889,10.7611,3.009
0.8,0.6659,27.2056,14.7278,2.986
0.07,0.6576,25.4444,12.8556,2.962
0.08,0.6452,23.1444,13.9,2.938
0.06,0.6287,24.2722,11.7056,2.914
1.29,0.6287,24.7278,15.5667,2.89
0,0.6452,25.5444,14.35,2.866
0,0.6287,26.9222,11.1167,2.842
0,0.5914,29.2444,9.7556,2.817
0,0.5749,29.8111,12.3833,2.793
0.78,0.5418,31.3944,14.4,2.768
7.26,0.5335,31.3944,18.0722,2.743
12.4,0.7651,26.9889,19.7,2.718
1.56,0.7569,27.2722,19.6389,2.693
0.02,0.699,28.8333,16.7389,2.668
0.29,0.6369,29.4611,17.9611,2.642
3.04,0.5997,29.95,18.5556,2.617
3.5,0.5666,29.6167,18.4889,2.591
0.04,0.5914,30.3611,17.5333,2.566
0.34,0.5625,31.3222,16.7833,2.54
3.12,0.5377,30.75,16.7667,2.515
0.07,0.5294,30.7556,16.5444,2.489
0.13,0.5211,29.1222,16.8222,2.463
5.77,0.5335,27.4833,17.9667,2.437
15.86,0.5542,24.2222,16.9111,2.411
0.15,0.852,21.0667,9.2556,2.385
0,0.9182,22.05,6.0722,2.36
0.04,0.6617,21.2278,9.9333,2.334
0,0.5708,20.0889,10.1333,2.308
0.21,0.5335,23.2389,10.4611,2.282
12.61,0.5294,23.3167,9.8611,2.256
38.48,0.7776,25,15.3667,2.23
0.03,2.2623,24.1444,10.9667,2.205
0,2.2251,23.7778,7.4278,2.179
0,1.1663,20.85,6.4444,2.153
0.05,0.79,17.4778,1.2333,2.127
1.52,0.7321,19.3056,1.5833,2.102
38.56,1.3028,18.4222,8.2556,2.076
1.41,3.2798,21.35,8.4333,2.051
0.01,1.8074,21.2111,4.4222,2.026
0,1.125,19.8611,5.1944,2
0,0.9761,21.7333,3.2722,1.975
0,0.8479,22.3778,7.9389,1.95
0,0.7569,21.0167,4.4667,1.925
0,0.7486,23.95,6.85,1.901
0,0.7279,25.95,7.9667,1.876
0.37,0.6948,26.6889,9.0667,1.851
0.1,0.6907,23.2667,9.9222,1.827
0.01,0.67,19.9778,6.1611,1.803
0.03,0.6452,20.9333,9.6222,1.779
0.19,0.6411,22.0444,12.65,1.755
9.62,0.6328,20.35,13.6778,1.731
8.94,0.6369,22.4778,13.8167,1.708
0.15,0.7445,19.0778,7.2111,1.684
0.12,0.9058,13.0944,2.6167,1.661
0,0.8313,14.2722,-2.0167,1.638
0,0.699,18.3222,-1.5,1.615
0,0.6535,20.0111,0.3444,1.593
0,0.6328,18.8,0.6667,1.571
0,0.6204,14.5444,-2.8333,1.548
0,0.6163,17.6167,-5.1667,1.527
0,0.6411,21.1944,-0.7278,1.505
0,0.6121,19.0278,3.8611,1.484
0,0.6204,18.5111,-2.1611,1.463
0,0.5956,21.7889,-0.75,1.442
0,0.5956,22.1889,3.1056,1.421
0,0.5873,19.4833,6.0167,1.401
0,0.5873,20.55,4.2722,1.381
0,0.5749,22.2222,2.9611,1.361
0.04,0.5873,22.4722,3.8389,1.342
0.11,0.6163,21.2167,7.0111,1.322
11.57,0.579,15.3944,6.5,1.304
1.61,0.6742,11.7167,6.0333,1.285
2.98,0.7155,11.4278,6.8167,1.267
1.37,0.7403,16.6667,7.6056,1.249
0.08,0.699,18.1056,2.75,1.231
0,0.6245,16.6056,0.1889,1.214
0.11,0.5873,19.3056,3.9667,1.197
0.32,0.5997,15.7889,2.4278,1.181
0.02,0.5956,8.8667,-2.4667,1.164
0,0.5749,13.2778,-0.1556,1.148
0,0.579,15.1556,-3.1833,1.133
8.04,0.5873,12.8,-0.5,1.118
1.62,0.6287,14.7444,4.8333,1.103
0.09,0.6576,15.6167,0.2833,1.088
0.02,0.6369,15.2,-0.7556,1.074
0.44,0.608,11.6444,1.8722,1.061
0.03,0.5749,14.2833,3.3222,1.047
2.38,0.5749,17.3056,6.5222,1.034
0.02,0.6121,14.4333,1.5833,1.022
0,0.6163,10.4222,-1.8889,1.009
0,0.5625,4.8944,-7.0778,0.998
0,0.5377,7.0722,-8.9944,0.986
0,0.5418,13.6167,-7.2,0.975
0.14,0.579,12.3167,-1.4111,0.965
0,0.5832,10.6611,0.0833,0.955
0.03,0.5708,13.3667,-4.6333,0.945
0.01,0.517,12.3722,-0.8833,0.935
0,0.5294,7.9278,-2.9778,0.926
0,0.5129,12.7111,-7.6944,0.918
0,0.488,14.8222,-3.9,0.91
0,0.5004,16.1056,-2.7111,0.902
0,0.5211,17.2222,-1.8722,0.895
0.3,0.517,17.3833,2.6667,0.888
0.55,0.517,18.8389,8.3222,0.882
0,0.5129,14.1611,2.9833,0.876
0.06,0.5087,11.2333,3.5611,0.87
0.44,0.5046,11.2944,4.5,0.865
0.02,0.5046,11.95,4.3167,0.86
0,0.5046,9.4222,-3.0556,0.856
0,0.5046,6.7,-1.8889,0.852
0.25,0.4963,4.0444,-8.8556,0.849
0.23,0.4963,5.5389,-4.5,0.846
0,0.5004,10.5389,-4.2,0.844
0.04,0.5004,15.7667,-3.9889,0.842
0.66,0.5004,14.1222,1.2889,0.84
4.71,0.7527,15.3167,2.7111,0.839
0.03,0.9968,9.0556,-2.5833,0.838
0,0.7486,7.1167,-8.8667,0.838
0,0.5997,10.1167,-7.4333,0.838
0,0.5501,12.1056,-7.5056,0.839
0,0.5377,17.8278,-4.25,0.84
0.29,0.5211,18.2444,-0.0444,0.842
0.06,0.5335,18.6722,4.8778,0.84
2.16,0.5542,18.1778,9.3944,0.849
0.94,0.5625,15.8556,7.8778,0.852
0.01,0.5377,10.8667,-4.0889,0.856
28.37,0.5542,8.5778,-1.0944,0.86
2.14,0.8065,12.05,4.2944,0.865
0,1.1291,14.2333,-0.4167,0.87
0.02,0.9802,9.3167,-4.8556,0.875
0,0.7403,7.7556,-9.8056,0.881
0.02,0.6369,10.9111,-6.5056,0.888
0,0.5956,8.9833,-3.9278,0.894
0,0.5956,6.5778,-7.5167,0.902
0.37,0.5956,5.0278,-4.3889,0.909
0.18,0.5914,6.7111,-1.5667,0.917
17.99,0.5956,4.3278,-2.3389,0.926
0.68,0.6245,4.45,-2.6944,0.935
0,0.6659,3.4111,-8.6833,0.944
0,0.6824,2.6722,-7.8444,0.954
0.17,0.6204,1.4778,-7.9,0.964
0,0.5501,3.0222,-11.2889,0.974
0.07,0.5211,4.5944,-10.9667,0.985
25.93,0.6038,2.9722,-5.1167,0.997
0.34,0.8603,3.1889,-3.1833,1.008
0.09,0.9968,2.3611,-9.8333,1.021
0.4,0.8272,0.9,-7.0944,1.033
10.4,0.761,-0.95,-6.1278,1.046
0.24,0.7072,1.5889,-8.6056,1.059
0.03,0.7197,4.0833,-6.8833,1.073
12.17,0.6204,0.6278,-9.8111,1.087
0.98,0.5377,-6.5056,-14.1222,1.101
0,0.455,-0.9111,-14.3556,1.116
3.93,0.5129,4.35,-9.5889,1.131
0.31,0.7858,5.15,-3.55,1.147
0.01,0.7941,3.2944,-8.4056,1.163
0.04,0.7817,1.2444,-7.3833,1.179
0.12,0.7155,0.7,-10.15,1.196
0,0.6659,6.3833,-10.8667,1.212
0.16,0.6617,10.6222,-7.3056,1.23
0.12,0.7031,9.1722,-0.2889,1.247
0.28,0.7693,10.2778,1.3944,1.265
9.74,1.1953,13.1333,3.25,1.283
1.95,2.8083,15.45,7.5667,1.302
23.64,3.2508,13.8222,7.4389,1.321
47.94,6.0384,16.4,7.6333,1.34
0.09,12.5318,15.6333,1.2222,1.359
15.2,10.6293,12.6667,4.6056,1.379
16.88,6.1625,10.6944,5.2389,1.399
0.08,7.4447,10.0889,0.0444,1.419
0,4.4668,7.2389,-3.7722,1.44
0,2.4112,12.8333,-3.35,1.461
0,1.6957,10.9111,-3.0556,1.482
0,1.733,7.3722,-7.9,1.503
0,1.4724,7.5167,-5.3833,1.525
3.13,1.3359,5.9778,-5.7611,1.546
12.16,1.2821,3.5611,-2.7056,1.569
0.26,1.3483,7.2278,-1.5556,1.591
0,1.4476,7.9167,-1.7,1.613
2.39,1.278,6.1611,-4.5167,1.636
27.01,2.221,6.7056,-0.7667,1.659
0.4,6.2866,14.2111,2.4889,1.682
0.01,2.9365,17.0556,-0.6611,1.705
4.91,1.9149,15.5389,3.3222,1.729
24,3.9912,17.4111,8.5278,1.753
0.07,5.0458,15.0944,3.8056,1.777
0.12,2.8579,5.2833,-4.5222,1.801
0.04,2.0928,3.0778,-6.4944,1.825
0.02,1.7164,6.1611,-7.6444,1.849
0,1.4724,10.7389,-8.3278,1.874
0,1.3318,15.6833,-5.2,1.898
0,1.278,20.0556,-2.5,1.923
0,1.2284,22.4056,-0.3722,1.948
0.06,1.1498,22.3,4.4167,1.973
0.04,1.1415,21.6056,5.0111,1.998
0.54,1.1208,18.7944,6.6778,2.023
0.05,1.0629,14.1333,3.6722,2.049
0,1.0174,15.7556,0.4778,2.074
0.05,1.034,21.0222,-0.2889,2.1
0.71,1.0009,20.55,5.3,2.125
0,0.9678,19.7444,2.9944,2.151
0,0.9471,20.9167,-0.7667,2.176
0,0.9182,26.1778,4.6278,2.202
0.16,0.914,25.7111,7.6278,2.228
4.07,0.9223,20.7389,6.2611,2.254
0,0.9513,11.1444,-2.9278,2.28
0.13,0.9182,13.2611,-3.5833,2.306
0,0.9016,11.7722,-1.4278,2.331
0,0.8892,9.8056,-4.2222,2.357
0,0.8934,13.1222,-6.4944,2.383
0.08,0.8644,16.6056,-1.3556,2.409
0.38,0.8148,14.9,0.8056,2.435
0.09,0.8355,21.0111,0.2556,2.461
0.41,0.852,16.1444,2.7167,2.486
0.12,0.8272,20.3944,-1.4333,2.512
0.53,0.823,19.8,5.5278,2.538
0.01,0.8189,13.8167,-0.5833,2.564
0.01,0.8065,13.3333,0.3778,2.589
0.02,0.7941,16.9944,-1.3889,2.615
4.26,0.79,16.3389,0.0111,2.64
0.05,0.8189,12.7556,1.1056,2.665
0,0.8479,13.3333,-2.1389,2.691
0.15,0.8065,15.4667,-1.6,2.716
11.03,0.7941,19.9278,4.0167,2.741
14.01,0.8561,17.3667,6.8611,2.766
0.21,1.1829,12.3278,3.9611,2.79
3.58,1.187,14.3167,3.3833,2.815
2.8,0.9968,15.1889,3.6167,2.84
0,1.0092,19.2944,1.6889,2.864
0,0.9637,24.0889,3.8889,2.888
0.05,0.9016,22.4944,9.8944,2.912
1.04,0.8727,22.4556,9.8556,2.936
2.11,0.8727,22.5333,13.0778,2.96
6.08,0.8727,21.6111,14.7333,2.983
0.94,0.914,25.2778,12.1111,3.007
0.03,0.9761,27.5611,11.5556,3.03
3.56,1.0174,26.0611,14.2389,3.053
7.49,1.0092,22.3611,11.4056,3.076
6.35,0.9843,19.2278,12.1667,3.098
3.84,0.9513,19.5833,8.8833,3.12
2.34,1.0133,20.7,10.0444,3.143
13.61,1.1002,21.05,11.7778,3.164
13.83,1.1002,25.0611,14.2,3.186
18.36,2.374,20.2222,11.15,3.207
0.09,4.0573,21.2444,5.3333,3.228
0.01,2.5767,22.1,6.7944,3.249
0.04,1.766,23.6,2.9944,3.27
0.1,1.4683,27.4389,9.2222,3.29
0,1.2739,26.9722,11.7556,3.31
0,1.1581,28.1056,11.3889,3.33
1.4,1.0795,28.3444,11.0111,3.349
0,1.0629,20.2222,0.2722,3.369
0,0.9802,18.8056,-0.0833,3.387
0.42,0.9306,19.9833,8.7056,3.406
1.24,0.8561,24.0278,11.1444,3.424
8.82,0.9058,22.4056,13.4222,3.442
0.31,0.9678,25.3778,10.7667,3.46
0.01,1.0298,25.4444,9.5667,3.477
0.04,0.9016,25.9722,12.65,3.494
5.74,0.8272,25.1944,14.9611,3.511
1.59,0.8106,27.2778,15.4667,3.527
1.82,1.0423,28.2111,13.5722,3.543
1.99,0.9719,29.4389,13.3889,3.558
5.78,0.8685,28.7889,14.9056,3.573
0.06,0.9306,26.5167,15.3111,3.588
8.44,1.2201,22.1611,11.6611,3.603
3.5,0.943,24.4778,14.4944,3.617
8.27,0.914,25.3722,15.9333,3.63
19.38,1.0381,23.0167,16.4667,3.644
1.08,1.6502,26.7056,15.5222,3.657
2.02,1.5344,29.2056,13.6333,3.669
0.01,1.2739,25.9,10.9611,3.682
0,0.9719,22.3889,10.9944,3.693
0,0.8727,20.2111,3.7889,3.705
0,0.8065,23.5222,3.3556,3.716
0,0.7362,26.8778,6.3833,3.726
0.06,0.7072,28.3667,11.1833,3.736
0.26,0.6866,28.3611,12.7167,3.746
0.22,0.6783,28.9389,12.75,3.756
2.25,0.6742,29.2056,15.7611,3.765
4.98,0.6742,30.3056,15.4,3.773
6.01,0.7527,29.6611,16.3222,3.781
12.12,0.7941,28.9222,18.2556,3.789
0.01,0.8024,26.45,13.6667,3.796
0,0.8479,27.7444,8.5056,3.803
0,0.8272,30.75,11.0556,3.809
1.85,0.6659,28.7611,15.3556,3.815
0.09,0.6163,28.6278,13.8056,3.821
16.03,0.6204,30.2944,13.3222,3.826
3.87,1.7702,27.3889,15.7333,3.831
8.63,1.5013,24.0889,15.1444,3.835
0.49,1.5055,25.0667,12.5333,3.839
0.01,1.0009,27.4833,11.6333,3.842
0,0.7279,29.7278,12.0556,3.845
0.02,0.6452,30.5611,14.0444,3.847
0.01,0.6163,31.8,13.9056,3.849
0.44,0.5956,32.4389,15.9556,3.851
0.1,0.5625,32.5,17.2556,3.852
1.79,0.5294,32.9833,17.7056,3.853
2.06,0.5211,32.4778,17.4333,3.853
2.75,0.5583,32.6222,18.5278,3.853
1.2,0.6245,33.4944,18.1667,3.852
1.15,0.5956,32.2833,17.7167,3.851
1.06,0.5377,30.6167,18.9167,3.849
0.29,0.5087,29.8278,18.3333,3.847
1.28,0.4922,31.8556,17.7667,3.845
3.01,0.4798,33.1,18.45,3.842
1.67,0.5087,30.6278,18.5667,3.839
1.11,0.5377,31.9222,18.4222,3.835
0.14,0.4922,32.7167,18.6944,3.831
0.36,0.455,32.25,20.2222,3.826
0.02,0.4343,32.2444,14.7167,3.821
0.1,0.4219,32.3389,15.9833,3.816
0.05,0.4037,34.3389,18.1056,3.81
0.86,0.3937,33.05,19.2944,3.803
12.61,0.383,32.0556,19.8889,3.797
1.91,0.4061,35.1056,20.2,3.789
2.79,0.4632,32.8056,20.1722,3.782
1.14,0.5087,27.8667,17.8667,3.774
0.02,0.4591,28.4556,17.1611,3.765
0.07,0.4219,31.4889,15.0778,3.756
3.33,0.383,31.8444,18.1389,3.747
0,0.3962,31.1611,19.0222,3.737
0,0.3987,29.6833,15.75,3.727
0,0.383,30.2167,13.4611,3.717
0,0.3772,30.4944,13.6056,3.706
0,0.3569,30.5167,13.4944,3.694
0.06,0.3482,32.1056,15.8667,3.683
0,0.354,33.9444,15.9278,3.67
0,0.3251,35.1889,16.6,3.658
0.3,0.299,35.6278,17.8889,3.645
7.57,0.2903,32.7111,20.9333,3.632
50.86,0.3656,25.2889,16.9111,3.618
0,1.0836,27.6,12.8611,3.604
0.03,1.1415,29.7444,12.5333,3.59
2.17,0.6535,29.6778,15.4111,3.575
5.41,0.4922,27.3167,18.3333,3.56
10.1,0.608,23.9,17.9556,3.544
1.34,0.699,28.05,15.4556,3.528
1.57,0.6328,28.8,16.9222,3.512
2.22,0.5459,28.5,17.65,3.495
1.31,0.4922,28.8056,17.4833,3.479
5.15,0.4839,28.7722,18.1167,3.461
3.57,0.4798,29.8833,18.2667,3.444
8.04,0.4839,28.8056,19.5944,3.426
8.99,0.5087,28.05,19.3667,3.408
9.67,0.579,26.8,18.6278,3.389
19.62,0.6907,29.1556,17.7389,3.37
4.11,1.1167,30.3722,18.9833,3.351
0.94,1.2408,30.8778,19.3056,3.332
2.06,0.8272,31.3944,20.3833,3.312
1.42,0.579,31.3833,18.9,3.292
11.52,0.579,31.6444,18.9333,3.272
2.31,0.7445,30.8944,19.0611,3.251
2.51,1.034,31.1222,19.0389,3.23
3.1,0.8272,31.6944,19.1333,3.209
0.05,0.6204,29.6222,19.05,3.188
0.24,0.4963,27.1333,13.6667,3.166
0.43,0.4963,26.1778,14.6722,3.145
18.96,0.4963,23.5278,14.6167,3.122
0,0.6204,27.3722,11.2444,3.1
0,0.8272,28.6222,12.6278,3.078
0,0.579,29.0944,13.7611,3.055
0,0.455,28.7167,15.3611,3.032
0.12,0.3929,29.55,15.7167,3.009
0.07,0.3929,30.5,15.7889,2.986
0.01,0.3929,30.9722,15.5333,2.962
0.01,0.3722,31.3722,15.0722,2.938
6.08,0.4136,29.9222,16.4889,2.914
0.04,0.455,28.9556,18.1111,2.89
0.12,0.4963,28.2389,11.5167,2.866
0.15,0.455,26.6556,11.7056,2.842
0,0.455,25.55,9.0444,2.817
0,0.4219,27.2833,7.9278,2.793
0,0.4053,28.3167,9.75,2.768
0,0.3937,28.2,10.8722,2.743
1.29,0.3859,25.8333,14.0889,2.718
49.05,0.3859,22.3111,15.8056,2.693
14.34,0.4798,23.1611,16.2944,2.668
1.63,1.551,25.4278,14.6111,2.642
1.12,1.2739,22.7667,11.4556,2.617
0.01,1.3731,22.5222,8.2111,2.591
1.15,0.6948,21.7278,10.2778,2.566
51.84,0.6369,19.2167,13.5111,2.54
3.9,3.0234,20.4278,13.7389,2.515
12.31,2.6925,22.1556,14.9333,2.489
0.47,1.6461,22.4167,13.0889,2.463
0.15,1.4889,23.7833,10.9944,2.437
0,1.1622,23.5333,7.8333,2.411
0.03,0.8727,25.1056,6.6889,2.385
1.98,0.7362,22.4778,11.7667,2.36
1.51,0.6617,24.2833,13.2222,2.334
3.47,0.6493,24.1056,14.8778,2.308
0.58,0.7114,23.8722,15.55,2.282
0,0.6948,26.2556,11.1,2.256
18.74,0.7155,22.9667,9.6444,2.23
0.38,1.431,18.5222,1.7944,2.205
0,0.9637,19.7889,2.2667,2.179
0,0.7527,24.4222,7.3056,2.153
0.3,0.6659,22.2611,11.8556,2.127
0.01,0.6038,19.75,2.9833,2.102
0,0.5749,21.2278,1.5111,2.076
0,0.5666,23.5889,3.2556,2.051
0.35,0.5501,25.0389,7.25,2.026
0.2,0.5501,25.1833,13.4778,2
0,0.5459,23.0444,4.7222,1.975
0,0.5253,23.5056,4.4333,1.95
0,0.5004,24.1611,4.0889,1.925
0,0.5004,23.5444,6.4667,1.901
1.39,0.5046,23.9444,11.1722,1.876
1.92,0.5129,24.8778,14.3111,1.851
0.01,0.5087,21.6333,5.1389,1.827
37.9,0.5377,14.7611,4.5556,1.803
25.5,0.9802,14.5222,5.5389,1.779
0.02,3.8381,15.2944,4.3167,1.755
0.02,2.0183,16.7111,-0.45,1.731
0.34,1.0464,17.7,1.8722,1.708
0.4,0.9182,21.4389,7.3333,1.684
2.69,0.8479,18.9778,9.15,1.661
4.95,0.7817,16.7667,9.4222,1.638
0.66,0.7527,17.5778,8.2833,1.615
0.07,0.6866,18.9667,2.2222,1.593
0,0.6824,21.5667,1.0556,1.571
0,0.6617,23.1278,2.7556,1.548
0,0.6328,19.5167,2.0889,1.527
0,0.5873,17.8222,-0.0556,1.505
0.09,0.579,19.4722,4.5944,1.484
25.54,0.5997,18.8333,7.9667,1.463
0.07,0.7776,10.7556,-1.7722,1.442
0,1.5923,10.2167,-5.3667,1.421
0.18,1.0009,13.4056,-3.8056,1.401
0,0.823,17.1389,0.7167,1.381
0.04,0.8437,17.5778,3.0167,1.361
0.12,0.7486,17.7611,4.6667,1.342
1.14,0.7031,18.35,7.6778,1.322
9.45,0.6742,19.3667,12.8056,1.304
0.09,0.7197,20.1667,9.9889,1.285
8.03,0.9223,18.5944,10.0611,1.267
0.09,0.943,14.9722,2.75,1.249
0.65,0.9513,14.9444,-2.05,1.231
0.1,0.8685,17.55,-1.8278,1.214
0,0.7693,17.0778,-1.9833,1.197
0,0.7486,19.75,-0.95,1.181
0.01,0.7321,21.6,2.7556,1.164
0.06,0.7197,19.3833,6.3278,1.148
0.01,0.7031,12.4556,-3.0556,1.133
0.28,0.6535,7.8889,-3.2222,1.118
0.17,0.6452,10.3833,-3.5722,1.103
0,0.6411,16.0056,-4.2556,1.088
0,0.6452,19.8889,-2.5389,1.074
0.58,0.6328,19.6389,1.7111,1.061
0.33,0.6411,19.3389,7.0889,1.047
12.65,0.6452,20.7167,9.2167,1.034
13.75,0.7031,15.8444,2.7111,1.022
0.31,1.1498,4.2833,-2.9667,1.009
0,1.187,4.4278,-2.6278,0.998
0,0.8396,9.4333,-4.7444,0.986
0,0.7693,11.5778,-1.4944,0.975
0,0.7486,6.9056,-4.0889,0.965
0,0.7072,2.7611,-10.2667,0.955
0.08,0.6866,3.8556,-8.0389,0.945
0.27,0.67,13.6111,-1.0056,0.935
0.69,0.6742,14.7833,4.8167,0.926
0.83,0.6824,18.3389,8.7389,0.918
0.05,0.6617,19.7389,10.4833,0.91
18.32,0.67,18.7889,11.2889,0.902
0.49,0.7114,13.0278,3.2833,0.895
0.06,0.7776,8.1889,-1.4111,0.888
15.38,0.8603,5.1111,-1.4,0.882
0,0.8603,6.7611,-1.5111,0.876
0,0.8603,10.5556,-4.1722,0.87
0,0.8396,12.2444,-4.8389,0.865
0,0.8065,12.7667,-3.9389,0.86
0,0.7817,12.0944,-0.7056,0.856
0,0.7527,13.0444,-0.5278,0.852
0.08,0.7858,12.4444,-0.7833,0.849
0,0.7486,12.1833,-2.1944,0.846
